"hashtag","count","scraped_datetime","code","pk","alt","us_username","us_full_name","commerciality_status","like_count","comment_count","text","created_at_utc","type","parent_code","loc_short_name","loc_name","loc_lat","loc_lng"
,,,"CkypD0toZNW","2968615687056102230","Photo by Leroy Merlin Aubagne on November 10, 2022. May be an image of outdoors.","leroy_merlin_aubagne","Leroy Merlin Aubagne","not_commercial",10,0,"Nos équipes seront présentes pour vous accueillir en ce 11 novembre de 9h à 20h pour le magasin et de 7h à 20h pour la cour des matériaux.

#leroymerlinaubagne #leroymerlin #photooftheday #photodujour #picoftheday #automne",1668110246000,"post",,,,,
,,,"CkyldtmrxD_","2968599873943703807","Photo by Myhappylivingthings on November 10, 2022. May be an image of indoor., Photo by Myhappylivingthings on November 10, 2022. May be an image of indoor., Photo by Myhappylivingthings on November 10, 2022. May be an image of indoor., Photo by Myhappylivingthings on November 10, 2022. May be an image of indoor and text., Photo by Myhappylivingthings on November 10, 2022. May be an image of indoor., Photo by Myhappylivingthings on November 10, 2022. May be an image of 1 person and indoor., Photo by Myhappylivingthings on November 10, 2022. May be an image of sink and indoor., Photo by Myhappylivingthings on November 10, 2022. May be an image of indoor., Photo by Myhappylivingthings on November 10, 2022. May be an image of indoor.","myhappylivingthings","Myhappylivingthings","not_commercial",3,2,"Before and after 🤦🏼💪🏻😀

Badkamer renovatie 

Toen ik hier de eerste keer binnen kwam wou ik zo snel mogelijk weer terug naar buiten.  De badkamer leek veel te klein en was te donker.
Thuis hebben we de foto’s terug bekeken en we wisten dat er wel enkele opties waren.  We hebben dan gekozen voor een mengeling van natuurlijke materialen.  Met de muren en vloer heb ik in een kleine week bezig geweest om ze te voorzien van enkele lagen Mortex. 
Oud hout gebruikten we voor het meubel en bamboe voor de wandverlichting.  Verder zwarte kranen aangezien er in het appartement nog meer zwarte elementen terug komen. 

Kranen @leroymerlines 
Douchescherm en verlichting @leroymerlin #bathroom #bathroomrenovation 
#rénovation 
#mortex #bealinternational 
#betoncire #betonciré 
#cementfloor 
#microcement #tadelakt #concrete #structures 
#basicstyle #bathroominterior 
#naturalmaterials 
#interiorlovers 
#myhometoinspire #holidayhouse #houseforrent #ibizastyle #wabisabi #leroy #leroymerlin #zarahome",1668104704000,"post",,"Tenerife Island","Tenerife Island",,
,,,,"18182696218244385",,"bestplacetobe_ishome","Monique",,,,"😍😍",1668105532000,"comment","CkyldtmrxD_",,,,
,,,,"18325022410025042",,"microcement.london","Microcement.London",,,,"👏👏",1668120939000,"comment","CkyldtmrxD_",,,,
,,,"CkylclDrBnH","2968599796046895559","Photo by Leroy Merlin Greece on November 10, 2022. May be an image of tree and indoor.","leroymerlingreece","Leroy Merlin Greece","not_commercial",49,0,"🎄 Αν ψάχνεις μια πιο μικρή λύση για τον στολισμό σου, τότε τα δεντράκια εσωτερικού χώρου ή τα επιτραπέζια χριστουγεννιάτικα δέντρα είναι μια ακόμη επιλογή!

#LeroyMerlin #LeroyMerlinXMAS #chistmastree #ChristmasDecor #xmasDeco #christmasstyle #χριστουγεννα",1668104797000,"post",,,,,
,,,"CkykruVMUy4","2968596438750153912","Photo by home_by.mel on November 10, 2022. May be an image of indoor.","home_by.mel","home_by.mel","not_commercial",109,5,"Salle de bain 🌿

Comme promis, la voici, la voilà, notre salle de bain ! 😍

Enfin... une partie 😉

Le sèche serviette, le meuble, ainsi que le miroir, les vasques et la robinetterie viennent de chez @leroymerlinsteel

On adore tous ce que l'on a choisi 🥰

Et vous vous aimez ?

Belle soirée ⭐

#teamconstruction #teamconstruction2022 #constructionmaison #construction2022 #construction #autoconstruction #proprietaire #projet #2022 #family #decorationinterieur #deco #homedecor #homesweethome #newlife #newhome #home #maisonneuve #maison #travauxmaison #travaux #nouveauté #mobilier #leroymerlin #salledebain",1668104295000,"post",,,,,
,,,,"17900381555693925",,"home_by.mel","home_by.mel",,,,"@home_by_lili Merci 🥰",1668109500000,"comment","CkykruVMUy4",,,,
,,,,"17983103371624234",,"mariegont_","Marie",,,,"Quelle est la référence du meuble en bois svp ? 😍",1668117433000,"comment","CkykruVMUy4",,,,
,,,"CkykbLuIQ2N","2968595302075927949","Photo by Leroy Merlin Nantes Rezé in LEROY MERLIN NANTES - REZÉ. May be an image of 1 person, furniture and indoor.","leroymerlin.nantesreze","Leroy Merlin Nantes Rezé","not_commercial",24,1,"𝗗𝗲́𝗰𝗼𝘂𝘃𝗿𝗲𝘇 𝗹'𝗲𝗻𝘃𝗲𝗿𝘀 𝗱𝘂 𝗱𝗲́𝗰𝗼𝗿 𝗱𝗲 𝗻𝗼𝘀 𝗺𝗲́𝘁𝗶𝗲𝗿𝘀 ✨

Le 13 septembre dernier, nous vous avons présenté notre SAS de rentrée avec des photos de nos collaborateurs et de l'envers du décor de nos différents métiers. Ces photos sont toujours exposées dans notre SAS mais vont bientôt laisser place à notre SAS de Noël, nous allons donc les publier sur notre compte Instagram une par une ! 

Aujourd'hui c'est Alexane qui est à l'honneur et qui met en avant le métier de Community Manager !

Encore un grand merci au photographe @lenoiranessaut qui a su mettre en avant nos métiers et nos collaborateurs avec ses beaux clichés 📸

#LeroyMerlin #collaborateur #ressourceshumaines #humanressources #work #photo #photography #photographer #colors #shooting",1668104160000,"post",,"LEROY MERLIN NANTES - REZÉ","LEROY MERLIN NANTES - REZÉ",47.192120280082,-1.5775764043313
,,,"CkyjlxXjEjS","2968591631647525074","Photo shared by 𝙴𝚕 𝚃𝚊𝚕𝚕𝚎𝚛 𝚍𝚎 𝚁𝚞𝚜𝚘 on November 10, 2022 tagging @leroymerlines, and @einhellesp. May be an image of indoor., Photo shared by 𝙴𝚕 𝚃𝚊𝚕𝚕𝚎𝚛 𝚍𝚎 𝚁𝚞𝚜𝚘 on November 10, 2022 tagging @leroymerlines, @einhellesp, and @bosch_espana. May be an image of indoor.","eltallerderuso","𝙴𝚕 𝚃𝚊𝚕𝚕𝚎𝚛 𝚍𝚎 𝚁𝚞𝚜𝚘","not_commercial",13,1,"Así ha quedado el friso en la pared para la zona de la cama, evitando roces en la pintura.

🛠️ Material utilizado:

🔹 Friso mdf blanco de leroy merlin

🔹 Listones abeto leroy merlin

🔹 Ingletadora Einhell

🔹 Disco cortes finos Bosch

.
.
.
.
#eltallerderuso #bricolajeencasa #habitacionjuvenil #habitacionjoven #habitacionjovenes #habitacionhijo #leroymerlin",1668119157000,"post",,,,,
,,,,"17993376892596040",,"koala_caravana","KOALA CARAVANA",,,,"😍😍😍",1668105984000,"comment","CkyjlxXjEjS",,,,
,,,"CjWKCq3OofZ","2942583570461001689","Photo by @meu.ap403 on October 05, 2022. May be an image of furniture and indoor., Photo by @meu.ap403 on October 05, 2022. May be an image of furniture and indoor.","meu.ap403","","not_commercial",5,1,"Eu amo cada ângulo desse apê🥰
.
.
.
.
.
.
.
.
#sala #saladejantar #mesadejantar #salamrv #saladejantarpequena #salaintegradacomcozinha #salaaconchegante #riodecor #camicado #leroymerlin #homedecor",1668137521000,"post",,,,,
,,,,"17975061007805711",,"_decoraloj","",,,,"Uau👏🏻",1666100875000,"comment","CjWKCq3OofZ",,,,
,,,"Ch3f6QRO4hi","2915939626386163810","Photo by @meu.ap403 on August 29, 2022. May be an image of furniture and indoor.","meu.ap403","","not_commercial",11,5,"Mais um ângulo do nosso apartamento.❤️ 
Tudo tem seu tempo, acredite!

#saladeestar #saladejantar #salaintegradacomcozinha #mrvdecorado #apartamentopequeno #sala #riodecor #tokstok #camicado #homedock #homedecor #leroymerlin #apartamentodecorado #mrvdecora",1668137820000,"post",,,,,
,,,,"17905847390636153",,"meu.ap403","",,,,"@patriciaks2 
Simmm! Lindas né",1662206093000,"comment","Ch3f6QRO4hi",,,,
,,,,"18224529271153437",,"_decoraloj","",,,,"Lindo . Parabéns pelo apartamento.❤️",1666100771000,"comment","Ch3f6QRO4hi",,,,
,,,"CkyiJt1sCt3","2968585305666366327","Photo by Imobiliária Vithoria Helena on November 10, 2022. May be an image of sky, palm trees and grass., Photo by Imobiliária Vithoria Helena on November 10, 2022. May be an image of tree and outdoors., Photo by Imobiliária Vithoria Helena on November 10, 2022. May be an image of tree and outdoors.","vithoriahelenaimoveis","Imobiliária Vithoria Helena","not_commercial",5,0,"Bela oportunidade de chácara à venda no estilo colonial, totalmente plana, esquipada com lareira e uma ampla varanda com vista pro horizonte. 

Terreno de 6.000 m² arborizado com pomar e campo de futebol além do espaço gourmet com churrasqueira e forno de pizza. 

Compõe casa do caseiro, poço, fossa, iluminação, telefone, internet, TV a cabo, ponto de ônibus na frente. 

Imóvel de fácil acesso em rua asfaltada em bairro tranquilo, espaço ideal para se divertir em segurança com sua família. 

💰 Venda R$ 850.000;

🚗 2 vagas;
🛏️ 3 dormitórios;
🛁 1 suíte;
🚿 4 Banheiros;
🪣 Lavanderia.
🍖 Churrasqueira;
🌳 Área verde;

📐 344 m²  área construída
📐 6.000 m² área do terreno

📍Localizado na Encosta do Sol — Itatiba/SP;

Para demais informações estamos disponíveis no WhatsApp e telefone:
📲 (11) 9. 5266 – 1386 ☎️ (11) 4538 – 5246
Também estamos no site da bio.

#casa  #comgaragem #tramontina #residencial #locacao #locacaodeimoveis #disponivelparalocacao #imobiliaria #itatibasp #itatibacity #leroymerlin #fame #pial #mobly #moval #condomínio",1668102967000,"post",,,,,
,,,"CkyhJCirUnp","2968580861130000873","Photo by Vviane on November 10, 2022. May be an image of 1 person and child.","vvianerz","Vviane","not_commercial",4,0,"#leroymerlin#travaux#newappart",1668102437000,"post",,,,,
,,,"Ckyf0gMMP2J","2968575051809488265","Photo shared by Céline Lortholary on November 10, 2022 tagging @aufildescouleurs, @leroymerlin, and @laredouteinterieurs. May be an image of furniture, sink and indoor., Photo shared by Céline Lortholary on November 10, 2022 tagging @maisonsdumonde, and @ikeafrance. May be an image of furniture and indoor., Photo by Céline Lortholary on November 10, 2022. May be an image of furniture and indoor., Photo by Céline Lortholary on November 10, 2022. May be an image of indoor., Photo by Céline Lortholary on November 10, 2022. May be an image of indoor., Photo by Céline Lortholary on November 10, 2022. May be an image of 1 person and indoor.","celine.mhdeco","Céline Lortholary","not_commercial",91,12,"⚫️ R É A L I S A T I O N ⚫️

______________________________________

Allez, pour beaucoup, c’est un long week-end de trois jours ! 🥳 J’ai un peu de temps pour vous montrer d’un peu plus près l’entrée d’un pavillon totalement transformé ! 🏠

Le chantier a duré quelques mois mais cela valait la peine. 🏚Tout a été rénové du sol au plafond. Et lors ce que l’on veut du sur-mesure mais que le budget manque un peu, il suffit de se creuser un peu la tête avec des caissons qui existent dans le commerce que l’on peut moduler en fonction des dimensions. C’est là que l’on va s’amuser avec les hauteurs, les largeurs, les profondeurs. 📐Et enfin, on peut s’amuser avec les façades ! 🧮

Et si l’ensemble est sublimer par un beau papier peint de chez @aufildescouleurs , c’est la cerise sur le gâteau! 🍒🌸

En tout cas, les clients sont ravis. Et vous, vous aimez ? 🥰😍

______________________________________

#ikeahack #decorationinterieur #coupdecoeur #renovation #renovationmaison #vert #bleu #plants #plantlover #tapis #entree #entrée #entreemaison #mhdeco #archilibre #deco #papierpeint #papierpeintgraphique #leroymerlin #maisonsdumonde #bois #chêne #aufildescouleurs",1668101745000,"post",,"Les Pavillons-sous-Bois","Les Pavillons-sous-Bois",48.9067,2.5043
,,,,"18021001420448412",,"cedric.mouton1","Cédric Mouton",,,,"Trop beau!",1668114533000,"comment","Ckyf0gMMP2J",,,,
,,,,"17991048931608135",,"la.case.de.steph","🌿Stéphanie",,,,"Magnifique j’adore 😍",1668145286000,"comment","Ckyf0gMMP2J",,,,
,,,"Ckyf23iI9yx","2968575214312742065","Photo by Monika Bauer on November 10, 2022. May be an image of 1 person, tree, outdoors and text that says 'RE/MAX NOWOŚĆ'., Photo by Monika Bauer on November 10, 2022. May be an image of tree and road., Photo by Monika Bauer on November 10, 2022. May be an image of outdoors.","monika.bauer.remax","Monika Bauer","not_commercial",7,0,"👉 https://rem.ax/Dzialka1289

🔴 Działka budowlana na sprzedaż
🔴 Józefów (województwo łódzkie, powiat łaski, gmina Wodzierady, obręb 0008 Józefów).
🔴 Powierzchnia działki 1336 m2
🔴 Media w ulicy: prąd
🔴 Zgodnie z MPZP oznaczona symbolem ""M9ML"" - tereny zabudowy letniskowej. 
Dla terenów oznaczonych na rysunku planu symbolami ""ML"" plan ustala:
- przeznaczenie podstawowe: zabudowa letniskowa
- przeznaczenie dopuszczalne: zabudowa mieszkaniowa jednorodzinna

Serdecznie polecam i zapraszam do kontaktu
Monika Bauer 
☎ 606 811 578
📧monika.bauer@remax-polska.pl

☑ Dla naszych klientów 10% rabatu* na zakupy w sklepie Leroy Merlin Łódź !
*Więcej szczegółów u naszych Agentów, na www.leroymerlin.pl oraz w punktach informacyjnych sklepów.

☑ Dla naszych klientów możliwość skorzystania z PAKIETU REMONTOWEGO OBI 10% na karcie podarunkowej* we wszystkich marketach OBI !
*Więcej szczegółów u naszych Agentów, na www.obi.pl oraz w poszczególnych sklepach.

☑ Bezpłatnie przygotujemy dla Państwa najlepszą ofertę kredytową (wszystkie banki).

#nowaoferta
#województwołódzkie #powiatłaski #gminaWodzierady #Józefów 
#działkanasprzedaż #działkabudowlana #działkaletniskowa #działkarekreacyjna #remax #monikabauer #monikabauerremax #remaxpolska #remaxpoland #agentnieruchomosci #najlepszyagentnieruchomosci #zadowolonyklient #zapraszamdowspolpracy
#biuronieruchomosci #agentnieruchomoscilodz #agentnieruchomoscilodzkie #posrednikwobrocienieruchomosciami #licencjonowanyposrednik  #sesjazdjeciowa #dron #film #wyłączność #banner
#LeroyMerlin #OBI",1668101765000,"post",,"Wodzierady","Wodzierady",51.7167,19.15
,,,"CkyfGUJIWyh","2968571877777304737","","leroymerlinmetz","Leroy Merlin Metz","not_commercial",4,0,"𝗩𝗼𝘁𝗿𝗲 𝗱𝗲𝗰𝗼𝗿𝗮𝘁𝗶𝗼𝗻, 𝘃𝗼𝘁𝗿𝗲 𝘀𝘁𝘆𝗹𝗲 😉 Pour un intérieur qui vous ressemble, découvrez nos papiers peints sur catalogue, nos textiles sur-mesure et tout ce qu'il vous faut dans notre espace conception.

#leroymerlin #decorationinterieur #papierpeint #inspiration #lamborghini",1668101382000,"post",,"Leroy Merlin Metz Hauconcourt","Leroy Merlin Metz Hauconcourt",49.219970800821,6.1775847541284
,,,"CkyfADVL7i_","2968571447409096895","Photo shared by 𝓜𝓪𝓮𝓵𝓵𝓮  🍁🐝 𝑷𝒂𝒚𝒔𝒂𝒈𝒊𝒔𝒕𝒆 𝑹𝒆𝒏𝒏𝒆𝒔 on November 10, 2022 tagging @leroymerlinrennesbetton, and @parlonsmaisonrennesnord. May be an image of map and text that says 'PLAN MASSE sans échelle CONCEPTION 10/11/22 CLIENTS NORD PLATEFORME SURELEVEE +40/80cm rapport niveau existant ordure exotique Remplissage gravillons beiges (éviter le blanc pour éviter l'effet Albedo les végétaux) CREATION DE4 MURS AVEC MIROIRS H200cm vers l'intérieurd parcelle vec angle vue végétaux que SUCCESSION PLATEFORME PRESENTATION -Bordure ardoise gazon -Lion hamo posé dessus Plantation plantes grasses et bdition Jardin k Feslival ardins de JARDINIERE SURELEVEE H100cmLx 120X1 120cm ©t.Sander Girafe chamorin Gravillons upied 'olivier Plantation bulbes, cactus grasses graminées pied ac PLANTATION GROS SUJET -Agave américaine bleue bue grimpante Poteries POTERIES PLANTEES magasin nuage tailles différentes'., Photo by 𝓜𝓪𝓮𝓵𝓵𝓮  🍁🐝 𝑷𝒂𝒚𝒔𝒂𝒈𝒊𝒔𝒕𝒆 𝑹𝒆𝒏𝒏𝒆𝒔 on November 10, 2022. May be an image of outdoors and text that says 'Zone à aménager LEROYMERN LEROY/MERLIN BETTON'.","penspectiv_paysagiste","𝓜𝓪𝓮𝓵𝓵𝓮  🍁🐝 𝑷𝒂𝒚𝒔𝒂𝒈𝒊𝒔𝒕𝒆 𝑹𝒆𝒏𝒏𝒆𝒔","not_commercial",40,0,"EXCLUSIVITÉ PROFESSIONNELLE
Avec @leroymerlinrennesbetton 💚

Vous le savez, je suis partenaire de Leroy merlin BETTON (35) dans le service @parlonsmaisonrennesnord.
C'est plutôt chouette car le magasin en a profité pour me confier la conception de la nouvelle zone d'exposition sur le parking.

Leur projet était de créer un showroom central, avec des produits/matériaux d'actualité en vente dans le magasin. 

Les croquis seront à venir à la suite de ce post. Restez connectés 😍

#leroymerlin
#landscapearchitecture#landscapearchitect#landscapedesign
#garden#jardin
#landscapearch#gardendesign
#paysagiste#architectepaysagiste#paysagisteconcepteur
#amenagementexterieur#amenagementpaysager",1668101316000,"post",,"Leroy Merlin Rennes Betton","Leroy Merlin Rennes Betton",48.164505734332,-1.6333146425488
